,longitude,latitude,ssrd,t2mmin,vpd,sSWC,FPAR
1982-02-13,-92.125,31.625,16.651411,3.5664062,937.9596,0.46459284,0.276
1982-02-14,-92.125,31.625,12.00915,-0.26159668,990.67065,0.45842507,0.26799998
1982-02-15,-92.125,31.625,5.428076,9.926575,852.155,0.46539575,0.26
1982-02-16,-92.125,31.625,13.550813,16.009216,1903.5919,0.5026742,0.27153847
1982-02-17,-92.125,31.625,17.680222,7.7678223,1965.4294,0.48260784,0.2830769
1982-02-18,-92.125,31.625,6.3807616,12.870575,1086.6074,0.4736033,0.2946154
1982-02-19,-92.125,31.625,17.27838,9.652588,1630.5178,0.46953428,0.30615383
1982-02-20,-92.125,31.625,14.373995,6.8585205,1801.299,0.46007437,0.3176923
1982-02-21,-92.125,31.625,18.822708,10.2899475,2138.1135,0.44968906,0.32923076
1982-02-22,-92.125,31.625,18.92104,8.542389,2549.0378,0.43659878,0.34076923
1982-02-23,-92.125,31.625,18.95823,10.440186,2526.7422,0.42249236,0.35230768
1982-02-24,-92.125,31.625,10.653051,12.0383,2107.1677,0.4092208,0.36384615
1982-02-25,-92.125,31.625,6.7806587,4.8659973,1070.9608,0.4113118,0.3753846
1982-02-26,-92.125,31.625,1.4944043,3.4153137,408.0186,0.4753777,0.38692307
1982-02-27,-92.125,31.625,8.798834,2.306305,642.16504,0.49157736,0.39846152
1982-02-28,-92.125,31.625,9.993532,4.8569946,947.73834,0.47889942,0.41
1982-03-01,-92.125,31.625,19.662397,4.595703,1476.8568,0.47073624,0.41533333
1982-03-02,-92.125,31.625,20.457779,4.388733,1732.13,0.46197903,0.42066666
1982-03-03,-92.125,31.625,14.488822,10.13205,1882.8567,0.45310104,0.426
1982-03-04,-92.125,31.625,10.979655,14.870361,2130.8433,0.44621158,0.43133333
1982-03-05,-92.125,31.625,10.636619,9.974945,1347.2759,0.4660182,0.43666667
1982-03-06,-92.125,31.625,2.7332451,2.569336,342.7331,0.49814028,0.442
1982-03-07,-92.125,31.625,21.498777,1.5449829,1005.84753,0.4903183,0.44733334
1982-03-08,-92.125,31.625,21.65589,0.34735107,1366.1218,0.47437787,0.45266664
1982-03-09,-92.125,31.625,15.544502,4.634918,1641.0062,0.46393594,0.45799997
1982-03-10,-92.125,31.625,14.8601,9.98172,2029.5597,0.45708078,0.4633333
1982-03-11,-92.125,31.625,14.102619,13.838196,2076.3867,0.4500186,0.46866664
1982-03-12,-92.125,31.625,11.265749,16.842804,2369.9106,0.4443356,0.47399998
1982-03-13,-92.125,31.625,9.502455,19.885284,2531.1973,0.4379425,0.4793333
1982-03-14,-92.125,31.625,14.411753,18.770203,2576.7974,0.4334413,0.48466665
1982-03-15,-92.125,31.625,12.87894,21.577667,3021.027,0.42339244,0.48999998
1982-03-16,-92.125,31.625,13.019011,21.395782,2896.1848,0.41488418,0.48812497
1982-03-17,-92.125,31.625,14.069928,22.056122,3058.3855,0.4082253,0.48624998
1982-03-18,-92.125,31.625,13.811242,20.398895,3002.7043,0.39827552,0.48437497
1982-03-19,-92.125,31.625,21.085552,20.319672,3273.666,0.3870509,0.4825
1982-03-20,-92.125,31.625,16.428154,21.577515,3335.6309,0.37047815,0.48062497
1982-03-21,-92.125,31.625,6.4498134,14.197449,1467.3724,0.4182881,0.47875
1982-03-22,-92.125,31.625,5.4040947,11.785034,1249.5112,0.49615043,0.47687498
1982-03-23,-92.125,31.625,13.73381,10.158936,1757.9943,0.48498642,0.47499996
1982-03-24,-92.125,31.625,8.387705,14.337891,1352.7206,0.4956053,0.47312498
1982-03-25,-92.125,31.625,17.371784,16.549622,2231.997,0.48451877,0.47124997
1982-03-26,-92.125,31.625,23.927578,6.7540283,1548.9623,0.4748002,0.46937498
1982-03-27,-92.125,31.625,4.5138936,5.1970215,912.2299,0.4691984,0.46749997
1982-03-28,-92.125,31.625,20.96928,5.641266,1366.5115,0.49216047,0.465625
1982-03-29,-92.125,31.625,20.79632,7.161682,1765.9933,0.46958026,0.46374997
1982-03-30,-92.125,31.625,9.293573,15.75177,1655.4236,0.4606347,0.461875
1982-03-31,-92.125,31.625,11.004506,19.628296,1938.9738,0.50210965,0.45999998
1982-04-01,-92.125,31.625,14.777147,18.096497,2325.161,0.4878652,0.464
1982-04-02,-92.125,31.625,13.5842,21.302307,2673.6333,0.47590855,0.46799996
1982-04-03,-92.125,31.625,25.353102,12.585632,2309.718,0.46405008,0.47199997
1982-04-04,-92.125,31.625,15.44235,10.470154,1943.0935,0.45337245,0.47599998
1982-04-05,-92.125,31.625,17.492893,15.928894,2695.744,0.48308235,0.48
1982-04-06,-92.125,31.625,25.514774,6.3967285,1606.4026,0.4556026,0.48399997
1982-04-07,-92.125,31.625,21.132063,4.366272,1501.3967,0.4408282,0.48799998
1982-04-08,-92.125,31.625,13.697081,15.493652,2287.2405,0.4323831,0.49199998
1982-04-09,-92.125,31.625,21.815804,8.338318,1739.4315,0.4224888,0.496
1982-04-10,-92.125,31.625,6.7982197,7.70813,1142.3484,0.42871,0.49999997
1982-04-11,-92.125,31.625,25.774548,2.8987427,1523.0417,0.4581523,0.504
1982-04-12,-92.125,31.625,25.450876,6.778412,2192.1394,0.4340122,0.50799996
1982-04-13,-92.125,31.625,16.924847,16.707611,2477.2886,0.41422412,0.51199996
1982-04-14,-92.125,31.625,17.391678,20.446991,2580.8032,0.40449867,0.516
1982-04-15,-92.125,31.625,13.778742,19.393494,2556.7776,0.39711064,0.52
1982-04-16,-92.125,31.625,17.138784,22.675629,3169.1062,0.39568475,0.52199996
1982-04-17,-92.125,31.625,15.148691,19.842682,2124.6772,0.44241887,0.524
1982-04-18,-92.125,31.625,23.24821,12.591339,2219.7314,0.4538066,0.52599996
1982-04-19,-92.125,31.625,12.309383,19.101105,1951.4303,0.44738033,0.528
1982-04-20,-92.125,31.625,6.6501346,18.448029,944.411,0.5061547,0.53
1982-04-21,-92.125,31.625,4.3083878,11.337524,1002.9627,0.50654703,0.532
1982-04-22,-92.125,31.625,9.633625,10.747955,1380.2695,0.49572575,0.534
1982-04-23,-92.125,31.625,26.736534,8.80249,1843.8951,0.4758018,0.536
1982-04-24,-92.125,31.625,16.872389,9.96637,1551.7079,0.46334806,0.538
1982-04-25,-92.125,31.625,16.789246,15.349335,1668.479,0.4976611,0.54
1982-04-26,-92.125,31.625,23.820332,16.543701,2349.664,0.49034446,0.542
1982-04-27,-92.125,31.625,25.434656,13.363617,2480.5889,0.4677744,0.544
1982-04-28,-92.125,31.625,25.3695,14.999695,2410.863,0.4511008,0.546
1982-04-29,-92.125,31.625,20.292936,16.119843,2269.99,0.4397716,0.54800004
1982-04-30,-92.125,31.625,22.017729,16.190918,2518.258,0.4442515,0.55
1982-05-01,-92.125,31.625,14.542939,16.503052,2187.312,0.4317955,0.5566667
1982-05-02,-92.125,31.625,23.337048,16.155243,2491.7827,0.4297968,0.56333333
1982-05-03,-92.125,31.625,23.350496,14.5607605,2893.1157,0.41793212,0.57
1982-05-04,-92.125,31.625,23.219812,17.164062,3126.9658,0.39985168,0.57666665
1982-05-05,-92.125,31.625,25.673424,16.316254,3227.3896,0.38162953,0.5833333
1982-05-06,-92.125,31.625,16.288471,18.587494,2929.4678,0.36304274,0.59
1982-05-07,-92.125,31.625,24.726559,15.872406,2055.5544,0.42172524,0.59666663
1982-05-08,-92.125,31.625,28.750576,9.762787,2532.868,0.4295479,0.60333335
1982-05-09,-92.125,31.625,28.680342,12.4776,2876.4714,0.3957081,0.61
1982-05-10,-92.125,31.625,27.987644,13.372925,3137.8784,0.3664011,0.6166667
1982-05-11,-92.125,31.625,27.749975,16.632202,3241.967,0.34274548,0.62333333
1982-05-12,-92.125,31.625,17.307352,18.938843,2930.7273,0.32628465,0.63
1982-05-13,-92.125,31.625,22.326134,21.107513,3091.9307,0.32073125,0.63666666
1982-05-14,-92.125,31.625,16.661018,19.640503,2602.6602,0.38577116,0.6433333
1982-05-15,-92.125,31.625,21.97947,19.777435,3159.5596,0.4206193,0.65
1982-05-16,-92.125,31.625,26.204744,19.420654,3416.5254,0.38834465,0.6525
1982-05-17,-92.125,31.625,27.334343,18.568268,3408.2817,0.36227697,0.655
1982-05-18,-92.125,31.625,21.32649,19.072205,2950.8557,0.35152417,0.65749997
1982-05-19,-92.125,31.625,20.5754,18.581299,2749.1501,0.40437752,0.65999997
1982-05-20,-92.125,31.625,23.237328,20.323883,3322.0227,0.38297063,0.66249996
1982-05-21,-92.125,31.625,26.073988,19.603912,3467.9363,0.35950017,0.66499996
1982-05-22,-92.125,31.625,25.669428,19.853973,3666.5703,0.3383528,0.66749996
1982-05-23,-92.125,31.625,22.39763,20.794922,3584.112,0.32741186,0.66999996
1982-05-24,-92.125,31.625,21.435331,20.579834,2788.0298,0.34500042,0.6725
1982-05-25,-92.125,31.625,18.379065,20.894684,2904.2932,0.42949426,0.675
1982-05-26,-92.125,31.625,22.86841,21.153503,3204.788,0.4221918,0.6775
1982-05-27,-92.125,31.625,21.675991,22.419586,3848.4272,0.39422217,0.68
1982-05-28,-92.125,31.625,22.656425,22.88031,3964.4612,0.37042472,0.6825
1982-05-29,-92.125,31.625,24.609037,24.018127,4239.6646,0.34856033,0.685
1982-05-30,-92.125,31.625,25.87322,22.820953,4227.2197,0.32999277,0.6875
1982-05-31,-92.125,31.625,27.125605,23.184082,4458.4287,0.31342846,0.69
1982-06-01,-92.125,31.625,24.594843,21.725708,3655.1868,0.29883158,0.6846667
1982-06-02,-92.125,31.625,24.096315,19.43509,4026.6575,0.29183838,0.6793333
1982-06-03,-92.125,31.625,23.031712,22.08606,4262.9507,0.2814026,0.674
1982-06-04,-92.125,31.625,22.21172,23.479065,4212.792,0.2760236,0.66866666
1982-06-05,-92.125,31.625,28.698753,20.746704,3925.9631,0.2775764,0.66333336
1982-06-06,-92.125,31.625,28.788229,20.617126,4274.727,0.28058898,0.658
1982-06-07,-92.125,31.625,27.62065,21.569153,4632.5312,0.279735,0.6526667
1982-06-08,-92.125,31.625,28.597939,21.803741,4536.753,0.28068492,0.6473333
1982-06-09,-92.125,31.625,25.968046,22.534363,4387.886,0.28093052,0.642
1982-06-10,-92.125,31.625,21.196514,24.120605,4356.76,0.27980492,0.63666666
1982-06-11,-92.125,31.625,23.824614,23.584198,4155.605,0.27445966,0.63133335
1982-06-12,-92.125,31.625,22.945189,20.567596,3232.8635,0.39791146,0.626
1982-06-13,-92.125,31.625,21.840565,21.245728,3093.0703,0.3943195,0.6206667
1982-06-14,-92.125,31.625,24.24291,21.380371,3516.6729,0.3818406,0.6153333
1982-06-15,-92.125,31.625,25.715467,21.972778,3955.5706,0.35956234,0.61
1982-06-16,-92.125,31.625,15.130362,22.22647,2462.2354,0.38307858,0.60733336
1982-06-17,-92.125,31.625,18.346846,20.393005,2806.0312,0.4742905,0.60466665
1982-06-18,-92.125,31.625,26.807686,20.836731,3795.0637,0.43201458,0.602
1982-06-19,-92.125,31.625,19.889563,21.977722,3655.2612,0.4039388,0.59933335
1982-06-20,-92.125,31.625,23.546522,22.848846,3634.5718,0.38429654,0.5966667
1982-06-21,-92.125,31.625,13.026959,22.336884,1801.1448,0.4467691,0.594
1982-06-22,-92.125,31.625,20.133324,20.668182,2526.7664,0.48150852,0.5913333
1982-06-23,-92.125,31.625,26.444593,20.365723,3457.0693,0.4523537,0.5886667
1982-06-24,-92.125,31.625,24.594885,21.215546,3674.8853,0.42335513,0.586
1982-06-25,-92.125,31.625,20.581366,23.025635,2932.3271,0.42004383,0.5833333
1982-06-26,-92.125,31.625,11.587219,22.066406,2374.7473,0.47565582,0.58066666
1982-06-27,-92.125,31.625,11.241307,22.34143,2330.5312,0.48983657,0.578
1982-06-28,-92.125,31.625,13.73083,24.029816,2430.6084,0.48696065,0.57533336
1982-06-29,-92.125,31.625,9.374542,22.045135,1834.3573,0.5005228,0.57266665
1982-06-30,-92.125,31.625,19.454275,23.168884,2758.5,0.48920265,0.57
1982-07-01,-92.125,31.625,25.184067,20.905792,3120.251,0.47166818,0.57733333
1982-07-02,-92.125,31.625,28.059084,23.092041,3980.8616,0.44391355,0.58466667
1982-07-03,-92.125,31.625,27.967163,22.86969,4023.7908,0.42010856,0.592
1982-07-04,-92.125,31.625,27.088257,23.735443,4113.1514,0.398833,0.59933335
1982-07-05,-92.125,31.625,25.478622,24.089783,4000.2517,0.38260666,0.6066667
1982-07-06,-92.125,31.625,25.928366,23.080658,4018.8262,0.36801472,0.614
1982-07-07,-92.125,31.625,23.221064,23.604675,3907.0706,0.35353434,0.62133336
1982-07-08,-92.125,31.625,21.934624,23.054108,3836.082,0.34876227,0.62866664
1982-07-09,-92.125,31.625,23.403948,22.731628,3755.259,0.395751,0.636
1982-07-10,-92.125,31.625,23.836538,23.482544,3938.4004,0.37919256,0.6433333
1982-07-11,-92.125,31.625,23.194221,24.12323,3966.8315,0.36223158,0.65066665
1982-07-12,-92.125,31.625,21.656271,23.375824,3286.3538,0.3706726,0.658
1982-07-13,-92.125,31.625,21.088472,21.765167,3090.0745,0.4129899,0.66533333
1982-07-14,-92.125,31.625,23.506596,23.23413,3425.378,0.40452936,0.67266667
1982-07-15,-92.125,31.625,21.058067,23.127563,3128.8745,0.40424117,0.68
1982-07-16,-92.125,31.625,21.481352,23.126282,3477.0737,0.3893578,0.6825
1982-07-17,-92.125,31.625,23.972263,22.890625,3302.7466,0.40786356,0.685
1982-07-18,-92.125,31.625,23.269567,22.92743,3624.5835,0.3851784,0.6875
1982-07-19,-92.125,31.625,22.694445,22.922699,3762.0708,0.3723598,0.69
1982-07-20,-92.125,31.625,21.783373,23.648438,3769.5684,0.3648731,0.6925
1982-07-21,-92.125,31.625,24.736275,22.29486,3555.4893,0.3596694,0.695
1982-07-22,-92.125,31.625,23.706024,22.879425,4144.2725,0.35117316,0.6975
1982-07-23,-92.125,31.625,22.887072,23.214417,3855.8518,0.3403955,0.7
1982-07-24,-92.125,31.625,21.703606,23.193237,3716.2532,0.3606407,0.7025
1982-07-25,-92.125,31.625,22.076777,23.104553,3783.9133,0.35371584,0.705
1982-07-26,-92.125,31.625,17.174734,22.49179,3007.3704,0.39453977,0.7075
1982-07-27,-92.125,31.625,21.74972,23.309692,3738.7986,0.41265002,0.71
1982-07-28,-92.125,31.625,17.688951,24.276276,3273.6538,0.41015053,0.7125
1982-07-29,-92.125,31.625,20.52355,23.29065,3317.0845,0.43842256,0.715
1982-07-30,-92.125,31.625,14.023354,23.562744,2484.8389,0.4689475,0.7175
1982-07-31,-92.125,31.625,10.125207,24.06363,2167.27,0.49124473,0.71999997
1982-08-01,-92.125,31.625,9.351166,23.586212,1937.6929,0.49465832,0.714
1982-08-02,-92.125,31.625,12.74513,23.105103,2090.489,0.49268457,0.70799994
1982-08-03,-92.125,31.625,21.890465,22.097687,3454.047,0.48316297,0.70199996
1982-08-04,-92.125,31.625,22.129217,23.215607,3761.7188,0.46252066,0.696
1982-08-05,-92.125,31.625,24.391401,22.592896,3895.7043,0.4457672,0.69
1982-08-06,-92.125,31.625,17.881754,22.981781,3362.3276,0.42797378,0.68399996
1982-08-07,-92.125,31.625,13.305976,22.154358,1711.2972,0.50091857,0.678
1982-08-08,-92.125,31.625,15.44398,22.191772,2179.4614,0.49313083,0.672
1982-08-09,-92.125,31.625,18.862215,22.419434,2863.0256,0.48964164,0.666
1982-08-10,-92.125,31.625,21.710308,22.552155,3451.2097,0.475201,0.65999997
1982-08-11,-92.125,31.625,18.425276,23.268188,2896.0037,0.46626744,0.654
1982-08-12,-92.125,31.625,18.934145,22.468628,2419.844,0.47998032,0.648
1982-08-13,-92.125,31.625,21.477901,22.810272,3204.7043,0.47917452,0.642
1982-08-14,-92.125,31.625,16.663935,24.696198,3118.666,0.4627015,0.636
1982-08-15,-92.125,31.625,21.94169,24.574982,3771.7578,0.4684727,0.63
1982-08-16,-92.125,31.625,15.343583,24.112274,2363.6497,0.47030836,0.631875
1982-08-17,-92.125,31.625,14.251252,23.46817,2464.6536,0.49725667,0.63374996
1982-08-18,-92.125,31.625,20.750427,23.494812,2793.3384,0.49249703,0.635625
1982-08-19,-92.125,31.625,22.382322,23.405487,3501.5776,0.4744147,0.6375
1982-08-20,-92.125,31.625,21.251766,22.51178,3443.9202,0.4598448,0.639375
1982-08-21,-92.125,31.625,23.254644,21.3284,3679.3696,0.44789365,0.64125
1982-08-22,-92.125,31.625,22.673973,22.380066,3639.4397,0.43015048,0.643125
1982-08-23,-92.125,31.625,22.779808,23.520325,3787.98,0.42527312,0.645
1982-08-24,-92.125,31.625,23.969318,24.528992,3989.873,0.40695065,0.64687496
1982-08-25,-92.125,31.625,25.16611,22.297455,3988.2107,0.39005566,0.64874995
1982-08-26,-92.125,31.625,24.039461,22.493958,3955.0078,0.37644014,0.650625
1982-08-27,-92.125,31.625,23.65509,22.292114,3938.7532,0.36216596,0.6525
1982-08-28,-92.125,31.625,20.192883,22.462189,3587.5767,0.35163176,0.65437496
1982-08-29,-92.125,31.625,19.572016,23.524048,3540.44,0.37042707,0.65625
1982-08-30,-92.125,31.625,19.31079,23.652557,3576.8208,0.3746495,0.658125
1982-08-31,-92.125,31.625,18.96179,23.416687,3222.3816,0.39943987,0.65999997
1982-09-01,-92.125,31.625,23.103954,22.294678,3689.3455,0.38788676,0.66466665
1982-09-02,-92.125,31.625,22.40163,21.475098,3946.89,0.36732495,0.6693333
1982-09-03,-92.125,31.625,13.922039,22.09143,2989.0083,0.39611828,0.67399997
1982-09-04,-92.125,31.625,24.206835,17.545685,3174.1448,0.41405514,0.67866665
1982-09-05,-92.125,31.625,24.347923,15.283356,3308.682,0.3867989,0.6833333
1982-09-06,-92.125,31.625,22.22036,17.972626,3666.866,0.3684108,0.68799996
1982-09-07,-92.125,31.625,19.845737,21.240387,3612.4944,0.35078186,0.69266665
1982-09-08,-92.125,31.625,22.89555,20.3685,3709.0327,0.33696082,0.6973333
1982-09-09,-92.125,31.625,20.654104,19.112305,3640.411,0.32862988,0.70199996
1982-09-10,-92.125,31.625,11.557447,21.667542,3119.4333,0.323589,0.70666665
1982-09-11,-92.125,31.625,9.390401,22.692352,1830.0873,0.3409835,0.7113333
1982-09-12,-92.125,31.625,15.277233,22.951294,2544.652,0.4947487,0.71599996
1982-09-13,-92.125,31.625,16.645994,23.959808,3011.0486,0.47420123,0.72066665
1982-09-14,-92.125,31.625,18.138771,23.178772,2872.8423,0.45999697,0.7253333
1982-09-15,-92.125,31.625,19.60127,22.425995,3179.9424,0.44442177,0.72999996
1982-09-16,-92.125,31.625,18.422297,21.842072,2875.275,0.4328199,0.72999996
1982-09-17,-92.125,31.625,18.954,22.337646,3009.9573,0.44289035,0.72999996
1982-09-18,-92.125,31.625,19.174675,21.040527,3523.5515,0.42154542,0.72999996
1982-09-19,-92.125,31.625,16.17692,21.575012,2850.7305,0.4050706,0.72999996
1982-09-20,-92.125,31.625,9.960705,20.72522,2399.949,0.40778047,0.72999996
1982-09-21,-92.125,31.625,21.967634,16.575562,2313.7769,0.40907106,0.72999996
1982-09-22,-92.125,31.625,22.731087,9.725342,2093.1235,0.393345,0.72999996
1982-09-23,-92.125,31.625,22.650871,9.12381,2410.8672,0.38004243,0.72999996
1982-09-24,-92.125,31.625,20.621809,10.220093,2349.0632,0.36970916,0.72999996
1982-09-25,-92.125,31.625,19.082329,15.381165,2610.2588,0.36623493,0.72999996
1982-09-26,-92.125,31.625,16.07603,11.555511,2148.778,0.35836923,0.72999996
1982-09-27,-92.125,31.625,21.401667,11.224243,2484.4207,0.35220438,0.72999996
1982-09-28,-92.125,31.625,20.761082,13.684448,2946.3079,0.345107,0.72999996
1982-09-29,-92.125,31.625,17.838356,15.871307,3169.1768,0.33658075,0.72999996
1982-09-30,-92.125,31.625,19.312038,15.591583,3324.3787,0.33027145,0.72999996
1982-10-01,-92.125,31.625,19.931133,16.986725,3459.1975,0.3221305,0.7153333
1982-10-02,-92.125,31.625,13.78809,19.871613,3245.3647,0.31722146,0.7006666
1982-10-03,-92.125,31.625,13.130188,20.207153,3400.4395,0.3188199,0.686
1982-10-04,-92.125,31.625,18.609379,17.892334,3423.896,0.31591856,0.6713333
1982-10-05,-92.125,31.625,17.527641,17.971039,3550.3901,0.31209618,0.65666664
1982-10-06,-92.125,31.625,10.002779,23.626953,2309.9316,0.3261617,0.64199996
1982-10-07,-92.125,31.625,6.6351967,23.085358,1451.0126,0.45887676,0.6273333
1982-10-08,-92.125,31.625,11.237812,22.77951,2575.4148,0.48820186,0.61266667
1982-10-09,-92.125,31.625,12.342281,24.380005,2938.0518,0.48331463,0.598
1982-10-10,-92.125,31.625,15.961116,18.352264,2490.6758,0.4791073,0.5833333
1982-10-11,-92.125,31.625,14.447614,15.487793,2201.4658,0.4556339,0.56866664
1982-10-12,-92.125,31.625,1.9670371,13.942566,605.39746,0.48898432,0.55399996
1982-10-13,-92.125,31.625,14.43557,14.12619,1655.1989,0.49121386,0.53933334
1982-10-14,-92.125,31.625,18.8806,10.28479,2159.0762,0.47160476,0.52466667
1982-10-15,-92.125,31.625,18.817453,9.174347,2381.048,0.45777413,0.51
1982-10-16,-92.125,31.625,18.399992,12.666962,2285.6282,0.4449567,0.513125
1982-10-17,-92.125,31.625,16.402933,10.2438965,2065.2195,0.43300352,0.51625
1982-10-18,-92.125,31.625,17.04162,9.309814,2308.4587,0.42604616,0.51937497
1982-10-19,-92.125,31.625,17.401592,13.298248,2496.752,0.41609743,0.5225
1982-10-20,-92.125,31.625,10.438677,13.946442,1587.8636,0.4087514,0.525625
1982-10-21,-92.125,31.625,15.778022,7.7360535,1599.615,0.40570107,0.52875
1982-10-22,-92.125,31.625,17.408611,10.445648,1716.8861,0.4004343,0.531875
1982-10-23,-92.125,31.625,18.191044,4.8983765,1544.6971,0.39281046,0.53499997
1982-10-24,-92.125,31.625,17.659147,5.856659,1700.964,0.3844421,0.538125
1982-10-25,-92.125,31.625,18.061338,2.8825989,1628.2119,0.37551767,0.54125
1982-10-26,-92.125,31.625,17.78646,2.72995,1757.2059,0.3685385,0.544375
1982-10-27,-92.125,31.625,17.202032,4.0215454,1994.0121,0.36298504,0.5475
1982-10-28,-92.125,31.625,12.17208,11.582977,2372.8472,0.35637006,0.550625
1982-10-29,-92.125,31.625,6.5801105,15.92453,744.54816,0.37565988,0.55375
1982-10-30,-92.125,31.625,13.1732235,16.228088,1926.6567,0.4402655,0.556875
1982-10-31,-92.125,31.625,7.608785,18.474335,2014.851,0.42130747,0.56
1982-11-01,-92.125,31.625,8.2959795,19.15451,2177.9744,0.4124806,0.5593333
1982-11-02,-92.125,31.625,7.1712112,14.719238,1504.3281,0.4169344,0.55866665
1982-11-03,-92.125,31.625,6.006088,13.53064,1011.322,0.47295684,0.558
1982-11-04,-92.125,31.625,16.489395,4.032837,1262.7395,0.45361242,0.55733335
1982-11-05,-92.125,31.625,16.058878,0.94311523,1284.6251,0.43631673,0.5566667
1982-11-06,-92.125,31.625,15.718618,2.045288,1540.3564,0.42341763,0.556
1982-11-07,-92.125,31.625,15.856864,2.5477295,1673.8627,0.41199517,0.5553333
1982-11-08,-92.125,31.625,14.2128935,3.872467,1731.9216,0.40208367,0.5546667
1982-11-09,-92.125,31.625,11.385087,8.436981,1882.2151,0.394147,0.554
1982-11-10,-92.125,31.625,14.12721,9.6553955,2079.5208,0.3876101,0.55333334
1982-11-11,-92.125,31.625,7.3374104,14.618835,2005.076,0.38016132,0.55266666
1982-11-12,-92.125,31.625,6.687101,13.840576,1637.4719,0.39563444,0.552
1982-11-13,-92.125,31.625,15.655589,2.978485,1068.3164,0.41114974,0.55133337
1982-11-14,-92.125,31.625,9.704927,0.9363098,1210.5778,0.4028903,0.5506667
1982-11-15,-92.125,31.625,15.158519,2.8744507,1057.465,0.3959034,0.55
1982-11-16,-92.125,31.625,11.158509,0.99554443,1291.0662,0.38845533,0.54733336
1982-11-17,-92.125,31.625,1.5503199,9.292664,506.15735,0.46993658,0.54466665
1982-11-18,-92.125,31.625,6.1245017,15.423553,1075.3892,0.50062835,0.542
1982-11-19,-92.125,31.625,1.960971,18.629578,1004.64954,0.5025872,0.53933334
